yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
95452023,9545,2023,MO0150900,MO0150900,,N,N,,I,SUNRISE BEACH,SUNRISE BEACH,Sunrise Beach,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,505,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,"CAMDEN, MORGAN",Not Specified,Y,Y,Y
95462023,9546,2023,MO0160000,MO0160000,,N,N,,I,CAPE GIRARDEAU,CAPE GIRARDEAU,Cape Girardeau,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,26613,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,64,22,86,13,32,45,2.9,4.9,2005-10-01,2020-03-01,2020-03-01,2020-04-01,2020-04-01,2020-04-01,N,CAPE GIRARDEAU,"Cape Girardeau, MO-IL",Y,Y,Y
95472023,9547,2023,MO0160100,MO0160100,,N,N,,I,CAPE GIRARDEAU,CAPE GIRARDEAU,Cape Girardeau,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,40691,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,57,13,70,3,18,21,1.5,2.2,2005-10-01,2020-04-01,2020-04-01,2020-05-01,2020-05-01,2020-05-01,N,CAPE GIRARDEAU,"Cape Girardeau, MO-IL",Y,Y,Y
95482023,9548,2023,MO0160200,MO0160200,,N,N,,I,JACKSON,JACKSON,Jackson,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,15836,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,26,0,26,5,1,6,2.0,2.0,2005-10-01,2020-05-01,2020-05-01,2020-07-01,2020-07-01,2020-07-01,N,CAPE GIRARDEAU,"Cape Girardeau, MO-IL",Y,Y,Y
95492023,9549,2023,MO0160300,MO0160300,,N,N,,I,DELTA,DELTA,Delta,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,380,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2021-01-01,,,,,N,CAPE GIRARDEAU,"Cape Girardeau, MO-IL",Y,Y,Y
95502023,9550,2023,MO0160900,MO0160900,,N,N,,I,SOUTHEAST MO STATE UNIVE,SOUTHEAST MO STATE UNIVE,Southeast Missouri State University,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,University or College,0,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,11,4,15,1,4,5,0,0,2005-10-01,2020-12-01,2020-12-01,2021-02-01,2021-02-01,2021-02-01,N,CAPE GIRARDEAU,"Cape Girardeau, MO-IL",Y,Y,Y
95512023,9551,2023,MO0170000,MO0170000,,N,N,,I,CARROLL,CARROLL,Carroll,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,4950,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,5,0,5,2,1,3,1.4,1.6,2005-10-01,2019-12-01,2019-12-01,2020-07-01,2020-07-01,2020-07-01,N,CARROLL,Not Specified,Y,Y,Y
95522023,9552,2023,MO0170100,MO0170100,,N,N,,I,CARROLLTON,CARROLLTON,Carrollton,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,3458,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,4,0,4,2,1,3,1.7,2.0,2005-10-01,2021-01-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,N,CARROLL,Not Specified,Y,Y,Y
95542023,9554,2023,MO0180000,MO0180000,,N,N,,I,CARTER,CARTER,Carter,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,4124,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,,,2005-10-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,CARTER,Not Specified,Y,Y,Y
95552023,9555,2023,MO0180100,MO0180100,,N,N,,I,VAN BUREN,VAN BUREN,Van Buren,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,761,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2020-12-01,2020-12-01,2021-02-01,2021-02-01,2021-02-01,N,CARTER,Not Specified,Y,Y,Y
95562023,9556,2023,MO0180200,MO0180200,,N,N,,I,ELLSINORE,ELLSINORE,Ellsinore,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,422,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,0,2,0,0,0,4.7,4.7,2005-10-01,2021-01-01,2021-12-01,2021-12-01,2021-12-01,2021-12-01,N,CARTER,Not Specified,Y,Y,Y
95582023,9558,2023,MO0190000,MO0190000,,N,N,,I,CASS,CASS,Cass,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,26144,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,78,24,102,12,25,37,3.4,5.3,2005-10-01,2022-02-01,2022-04-01,2022-04-01,2022-04-01,2022-04-01,N,CASS,"Kansas City, MO-KS",Y,Y,Y
95592023,9559,2023,MO0190100,MO0190100,,N,N,,I,ARCHIE,ARCHIE,Archie,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1247,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2017-06-01,2017-06-01,2019-02-01,2017-07-01,2017-07-01,N,CASS,"Kansas City, MO-KS",Y,Y,Y
95602023,9560,2023,MO0190200,MO0190200,,N,N,,I,BELTON,BELTON,Belton,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,26148,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,39,15,54,6,13,19,1.7,2.8,2005-10-01,2018-04-01,2018-04-01,2019-01-01,2018-04-01,2018-04-01,N,CASS,"Kansas City, MO-KS",Y,Y,Y
95612023,9561,2023,MO0190300,MO0190300,,N,N,,I,DREXEL,DREXEL,Drexel,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,941,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,0,2,0,0,0,2.1,2.1,2005-10-01,2023-05-01,2023-05-01,2023-05-01,2023-09-01,2023-09-01,N,"BATES, CASS","Kansas City, MO-KS",Y,Y,Y
95622023,9562,2023,MO0190400,MO0190400,,N,N,,I,HARRISONVILLE,HARRISONVILLE,Harrisonville,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,9720,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,22,0,22,4,10,14,2.7,3.7,2005-10-01,2018-02-01,2018-02-01,2019-03-01,2018-02-01,2018-02-01,N,CASS,"Kansas City, MO-KS",Y,Y,Y
95632023,9563,2023,MO0190500,MO0190500,,N,N,,I,PLEASANT HILL,PLEASANT HILL,Pleasant Hill,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,8674,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,1,9,2,6,8,1.2,2.0,2005-10-01,2021-01-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,N,"CASS, JACKSON","Kansas City, MO-KS",Y,Y,Y
95642023,9564,2023,MO0190600,MO0190600,,N,N,,I,PECULIAR,PECULIAR,Peculiar,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,6111,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,3,13,0,1,1,1.6,2.3,2005-10-01,2021-01-01,2021-01-01,2021-02-01,2021-02-01,2021-02-01,N,CASS,"Kansas City, MO-KS",Y,Y,Y
95652023,9565,2023,MO0190700,MO0190700,,N,N,,I,RAYMORE,RAYMORE,Raymore,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,24814,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,24,3,27,4,10,14,1.1,1.7,2005-10-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,CASS,"Kansas City, MO-KS",Y,Y,Y
95662023,9566,2023,MO0190800,MO0190800,,N,N,,I,GARDEN CITY,GARDEN CITY,Garden City,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1562,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,0,1,0,1,1,0.6,1.3,2005-10-01,2023-12-01,2023-12-01,2023-12-01,2023-12-01,2023-12-01,N,CASS,"Kansas City, MO-KS",Y,Y,Y
95692023,9569,2023,MO0191100,MO0191100,,N,N,,I,CLEVELAND,CLEVELAND,Cleveland,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,635,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2021-01-01,2021-01-01,2021-03-01,2021-03-01,2021-03-01,N,CASS,"Kansas City, MO-KS",Y,Y,Y
95702023,9570,2023,MO0191200,MO0191200,,N,N,,I,EAST LYNNE,EAST LYNNE,East Lynne,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,290,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,0,0,0,0,0,0,0.0,0.0,2005-10-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CASS,"Kansas City, MO-KS",Y,Y,Y
95742023,9574,2023,MO0200000,MO0200000,,N,N,,I,CEDAR,CEDAR,Cedar,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,11189,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,12,11,23,1,5,6,1.2,2.6,2005-10-01,2021-01-01,2021-01-01,2021-02-01,2021-02-01,2021-02-01,N,CEDAR,Not Specified,Y,Y,Y
95752023,9575,2023,MO0200100,MO0200100,,N,N,,I,EL DORADO SPRINGS,EL DORADO SPRINGS,El Dorado Springs,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,3625,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,5,0,5,1,3,4,1.7,2.5,2005-10-01,2021-01-01,2021-01-01,2021-02-01,2021-02-01,2021-02-01,N,CEDAR,Not Specified,Y,Y,Y
95772023,9577,2023,MO0210000,MO0210000,,N,N,,I,CHARITON,CHARITON,Chariton,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,5792,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,,,2005-10-01,2020-03-01,2020-03-01,2021-01-01,2021-01-01,2021-01-01,N,CHARITON,Not Specified,Y,Y,Y
95802023,9580,2023,MO0210400,MO0210400,,N,N,,I,SALISBURY,SALISBURY,Salisbury,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1567,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,CHARITON,Not Specified,Y,Y,Y
95812023,9581,2023,MO0220000,MO0220000,,N,N,,I,CHRISTIAN,CHRISTIAN,Christian,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,39308,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,52,9,61,12,18,30,1.6,2.3,2005-10-01,2022-02-01,2022-04-01,2022-04-01,2022-04-01,2022-04-01,N,CHRISTIAN,"Springfield, MO",Y,Y,Y
95832023,9583,2023,MO0220200,MO0220200,,N,N,,I,NIXA,NIXA,Nixa,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,25428,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,35,3,38,9,3,12,1.7,2.0,2005-10-01,2019-12-01,2019-12-01,2019-12-01,2019-12-01,2019-12-01,N,CHRISTIAN,"Springfield, MO",Y,Y,Y
95842023,9584,2023,MO0220300,MO0220300,,N,N,,I,OZARK,OZARK,Ozark,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,23089,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,32,1,33,4,4,8,1.6,1.8,2005-10-01,2021-08-01,2022-03-01,2022-03-01,2022-03-01,2022-03-01,N,CHRISTIAN,"Springfield, MO",Y,Y,Y
95852023,9585,2023,MO0220400,MO0220400,,N,N,,I,CLEVER,CLEVER,Clever,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,3064,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,2,0,2,2,1,3,1.3,1.6,2005-10-01,2020-11-01,2020-11-01,2021-01-01,2021-01-01,2021-01-01,N,CHRISTIAN,"Springfield, MO",Y,Y,Y
95862023,9586,2023,MO0220500,MO0220500,,N,N,,I,SPARTA,SPARTA,Sparta,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1968,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,0,3,2,0,2,2.5,2.5,2005-10-01,2020-04-01,2020-04-01,2020-05-01,2020-05-01,2020-05-01,N,CHRISTIAN,"Springfield, MO",Y,Y,Y
95882023,9588,2023,MO0230000,MO0230000,,N,N,,I,CLARK,CLARK,Clark,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,4751,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,,,2005-10-01,2020-11-01,2020-11-01,2020-12-01,2020-12-01,2020-12-01,N,CLARK,Not Specified,Y,Y,Y
95892023,9589,2023,MO0230100,MO0230100,,N,N,,I,KAHOKA,KAHOKA,Kahoka,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2009,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2022-06-01,2023-01-01,2023-01-01,2024-02-01,2023-01-01,N,CLARK,Not Specified,Y,Y,Y
95912023,9591,2023,MO0240000,MO0240000,,N,N,,I,CLAY,CLAY,Clay,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,18316,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,114,34,148,26,39,65,7.6,11.6,2005-10-01,2020-11-01,2020-11-01,2020-12-01,2020-12-01,2020-12-01,N,CLAY,"Kansas City, MO-KS",Y,Y,Y
95922023,9592,2023,MO0240200,MO0240200,,N,N,,I,CLAYCOMO,CLAYCOMO,Claycomo,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1362,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,8,0,8,0,0,0,5.9,5.9,2005-10-01,2021-01-01,2022-06-01,2022-06-01,2023-04-01,2022-06-01,N,CLAY,"Kansas City, MO-KS",Y,Y,Y
95932023,9593,2023,MO0240300,MO0240300,,N,N,,I,EXCELSIOR SPRINGS,EXCELSIOR SPRINGS,Excelsior Springs,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,10579,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,16,3,19,4,11,15,1.9,3.2,2005-10-01,2020-11-01,2020-11-01,2020-12-01,2020-12-01,2020-12-01,N,"CLAY, RAY","Kansas City, MO-KS",Y,Y,Y
95942023,9594,2023,MO0240400,MO0240400,,N,N,,I,GLADSTONE,GLADSTONE,Gladstone,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,26807,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,35,4,39,7,13,20,1.6,2.2,2005-10-01,2010-07-01,2010-07-01,2019-02-01,2013-03-01,2013-03-01,N,CLAY,"Kansas City, MO-KS",Y,Y,Y
95952023,9595,2023,MO0240500,MO0240500,,N,N,,I,KEARNEY,KEARNEY,Kearney,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,11147,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,19,0,19,0,1,1,1.7,1.8,2005-10-01,2021-01-01,2021-11-01,2021-11-01,2021-11-01,2021-11-01,N,CLAY,"Kansas City, MO-KS",Y,Y,Y
95962023,9596,2023,MO0240600,MO0240600,,N,N,,I,LIBERTY,LIBERTY,Liberty,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,31059,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,36,2,38,6,13,19,1.4,1.8,2005-10-01,2022-10-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,N,CLAY,"Kansas City, MO-KS",Y,Y,Y
95972023,9597,2023,MO0240700,MO0240700,,N,N,,I,NORTH KANSAS CITY,NORTH KANSAS CITY,North Kansas City,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,4649,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,34,2,36,5,11,16,8.4,11.2,2005-10-01,2016-10-01,2016-10-01,2019-02-01,2016-11-01,2016-11-01,N,CLAY,"Kansas City, MO-KS",Y,Y,Y
95982023,9598,2023,MO0240800,MO0240800,,N,N,,I,SMITHVILLE,SMITHVILLE,Smithville,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,10740,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,13,0,13,4,1,5,1.6,1.7,2005-10-01,2011-12-01,2011-12-01,2019-01-01,2013-01-01,2013-01-01,N,CLAY,"Kansas City, MO-KS",Y,Y,Y
95992023,9599,2023,MO0240900,MO0240900,,N,N,,I,PLEASANT VALLEY,PLEASANT VALLEY,Pleasant Valley,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2717,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,5,0,5,0,3,3,1.8,2.9,2005-10-01,2020-09-01,2020-09-01,2020-10-01,2020-10-01,2020-10-01,N,CLAY,"Kansas City, MO-KS",Y,Y,Y
96002023,9600,2023,MO0241000,MO0241000,,N,N,,I,OAKVIEW VILLAGE,OAKVIEW VILLAGE,Oakview Village,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,360,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2021-01-01,2021-09-01,2021-09-01,2021-09-01,2021-09-01,N,CLAY,"Kansas City, MO-KS",Y,Y,Y
96062023,9606,2023,MO0250000,MO0250000,,N,N,,I,CLINTON,CLINTON,Clinton,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,10408,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,N,,,,,,,,,2005-10-01,2021-01-01,2021-01-01,2021-03-01,2021-03-01,2021-03-01,N,CLINTON,"Kansas City, MO-KS",Y,Y,Y
96072023,9607,2023,MO0250100,MO0250100,,N,N,,I,CAMERON,CAMERON,Cameron,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,8469,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2005-10-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,N,"CLINTON, DEKALB","Kansas City, MO-KS",Y,Y,Y
96082023,9608,2023,MO0250200,MO0250200,,N,N,,I,GOWER,GOWER,Gower,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1524,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,"BUCHANAN, CLINTON","St. Joseph, MO-KS",Y,Y,Y
96102023,9610,2023,MO0250400,MO0250400,,N,N,,I,LATHROP,LATHROP,Lathrop,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2261,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2021-01-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,N,CLINTON,"Kansas City, MO-KS",Y,Y,Y
96132023,9613,2023,MO0260000,MO0260000,,N,N,,I,COLE,COLE,Cole,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,34693,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,N,,,,,,,,,2005-10-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,N,COLE,"Jefferson City, MO",Y,Y,Y
96142023,9614,2023,MO0260100,MO0260100,,N,N,,I,JEFFERSON CITY,JEFFERSON CITY,Jefferson City,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,42535,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,79,10,89,7,28,35,2.0,2.9,2005-10-01,2018-04-01,2018-04-01,2019-02-01,2018-04-01,2018-04-01,N,"CALLAWAY, COLE","Jefferson City, MO",Y,Y,Y
96162023,9616,2023,MO0261200,MO0261200,,N,N,,I,STATE FIRE MARSHAL,STATE FIRE MARSHAL,State Fire Marshal,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,Other State Agency,0,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,0,0,2005-10-01,2020-06-01,2020-06-01,2021-03-01,2021-03-01,2021-03-01,N,NOT SPECIFIED,Not Specified,Y,Y,Y
96172023,9617,2023,MO0261300,MO0261300,,N,N,,I,DIV ALCOHOL & TBCC CNTRL,DIV ALCOHOL & TBCC CNTRL,Division of Alcohol and Tobacco Control,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,Other State Agency,0,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,0,0,2005-10-01,2020-01-01,2020-01-01,2021-07-01,2021-07-01,2021-07-01,N,NOT SPECIFIED,Not Specified,Y,Y,Y
